id,target,task_a_label
48t,"Einen direkten Bezug unserer Nachhaltigkeitsziele auf die Sustainable Development Goals der Vereinten Nationen gibt es nicht.context:['Die hierarchisch höchst angesiedelte Bewertung findet in der Managementklausur des geschäftsführenden Gesellschafters mit dem Prokuristen statt, die am Ende jedes Geschäftsjahres angesetzt ist.', 'Dort werden auch die Zielsetzungen, die in der Regel in einem Bottom-up-Prozess generiert werden, für die nächste Geltungsperiode abschließend festgelegt.', 'Eine Priorisierung der Ziele gibt es bei uns nicht, wir sind bestrebt alle Ziele mit einer gleichen Gewichtung zu erreichen, denn Ziele können nur gemeinsam mit den Mitarbeitern und auch allen anderen Beteiligten erreicht werden und bei zum Beispiel ""wichtigen"" Zielen wie Senkung der CO2 Emissionen und Kraftstoffverbrauch, es auch wirtschaftlich passen muss, bei Lieferungen (hier gibt es noch nicht so viele Möglichkeiten) als auch bei Dienstwagen.']",class3
49t,"Die wesentlichen Einsparpotenziale und -maßnahmen wurden in einem internen Energiebericht zusammengefasst.context:['Die [ORG] möchte durch ein umweltbewusstes Verhalten im Rahmen ihrer Geschäftstätigkeit zu einem verantwortungsvollen Umgang gegenüber der Umwelt und der Gesellschaft in ihrer Region beitragen.', 'Im Dezember 2016 wurde ein Energieaudit auf Grundlage des Energiedienstleistungsgesetzes nach DIN EN 16247 Teil 1 durchgeführt, das alle vier Jahre zu wiederholen ist.', 'Externe Prüfer untersuchen und analysieren hierbei systematisch den Energieeinsatz und -verbrauch.']",class11
50t,"Bei unseren Druckerzeugnissen achten wir, wo immer es möglich ist, auf klimaneutralen Druck und weisen unsere Dienstleister im Rahmen der Auftragsvergabe darauf hin.context:['Die Beschaffungsstelle muss in diesem Sinne auf den Einsatz umweltfreundlicher Verbrauchsmaterialien und Anlagen für den Einsatz im Unternehmen einwirken.', 'Unser Einkauf für Büromaterialien und Verbrauchsmittel erfolgt soweit möglich nach ökologischen Prinzipien.', 'Für die Einhaltung von Umweltvorgaben wenden wir ein Umweltmanagement-Handbuch mit konkreten Arbeitsanweisungen an.']",class4
51t,"Die Geschäftsleitung nimmt dies bei Bedarf zum Anlass, um die betroffenen Fachbereiche mit operativen Maßnahmen zu beauftragen um die Erreichung der Nachhaltigkeitsziele zu verfolgen.context:['Dazu erheben wir bzw. planen wir eine Erhebung der relevanten Werte für Wasser-, Papier- und Energieverbrauch.', 'Bei Sanierungen und Neubauten verbessern wir zielgerichtet unsere Ressourceneffizienz.', 'In Form der jährlichen Nachhaltigkeitsberichterstattung wird die Entwicklung der relevanten Werte transparent dargelegt und macht einen Abgleich der Zielerreichung möglich.']",class3
52t,"Das Dokument steht auf der Homepage der [ORG] zur uneingeschränkten Einsicht bereit.context:['Wir sind seit Jahrzehnten Mitglied im Arbeitgeberverband der [ORG] und zahlen Gehälter nach dem Tarifvertrag für die [ORG].', 'Zahlreiche übertarifliche Leistungen ergänzen das Gehaltsthema.', 'Über das Vergütungssystem berichten wir im Rahmen des Offenlegungsberichts nach der Kapitaladäquanzverordnung, die auch einen freiwilligen Offenlegungsbericht zur Struktur der Vorstandsvergütung enthält.']",class15
53t,"Die standardisierten Prozesse unterstützen unsere Mitarbeiter/innen dabei, Kunden/innen optimal zu beraten.context:['Die [ORG] arbeitet nachhaltigkeitsorientiert.', 'Hierfür kann auf etablierte Prozesse und Strukturen zurückgegriffen werden.', 'Für die Mitarbeiter/innen gelten klar definierte und verbindlich einzuhaltende Regeln und Wertmaßstäbe, die im Handbuch/der schriftlich fixierten Ordnung der [ORG] dokumentiert sind.']",class6
54t,"Im Jahr 2015 ist [ORG] darüber hinaus dem UN Global Compact beigetreten.context:['Die Daten zum Carbon Footprint sowie eine Auswahl an Mitarbeiter- und Umweltkennzahlen im WPP Sustainability Report 2018 wurden durch [ORG], einem der weltweit führenden Unternehmen im Bereich Konformitätsprüfung und Zertifizierungsleistungen, geprüft.', 'Die CO2-Bilanz pro Mitarbeiter wird auf Basis von Vollzeitäquivalenten berechnet.', 'Im Rahmen des WPP Sustainability Report 2018 werden wichtige übergreifende Kennzahlen sowie Mitarbeiter- und Umweltkennzahlen berichtet.']",class7
55t,"Für unsere Mitarbeiterinnen und Mitarbeiter bieten wir verschiedene Maßnahmen an (siehe Kriterium 15) und bauen unser Gesundheitsmanagement weiter aus.context:['Sitzen ist bei Bürotätigkeiten unumgänglich.', 'Es ist uns daher wichtig, dass der Arbeitsplatz für unsere Beschäftigten komfortabel und angemessen gestaltet ist, z. B. durch die individuelle Anpassung der Bildschirme oder ergonomische Büromöbel.', 'Risiken durch Überlastung vermeiden wir durch eine gezielte Projektplanung, tägliche Arbeitsplanung und eine klare Aufgabenverteilung.']",class16
56t,"Die Stabsstelle ist eng mit den Führungsebenen anderer Fachbereiche vernetzt und berichtet regelmäßig an die Geschäftsführung.context:['Nachhaltigkeit wird bei [ORG] als strategisches Querschnittsthema betrachtet.', 'Die Verantwortlichkeit dafür ist daher direkt beim Vorsitz der Geschäftsführung angesiedelt.', 'Die operative Weiterentwicklung der Nachhaltigkeitsstrategie von [ORG] sowie die Kontrolle von angestoßenen Prozessen obliegt der Leitung der Stabsstelle Unternehmensentwicklung und strategische Projekte.']",class5
57t,"Im gesamten Wertschöpfungsnetz werden Nachhaltigkeitsaspekte berücksichtigt, sowohl im Bankbetrieb als auch bezüglich der Ausgestaltung des Produktportfolios für die Kund*innen.context:['Anders als im produzierenden Wirtschaftssektor ist der Begriff der „Wertschöpfungskette“ im Finanzdienstleistungssektor nicht auf einen Produktlebenszyklus anwendbar.', 'Die [ORG] verwendet daher den Begriff „Wertschöpfungsnetz“, da dieser die Entstehung und Wirkung der Finanzprodukte besser beschreibt.', 'Hier ergeben die verschiedenen Produkte, Dienstleistungen und Partnerangebote ein Gesamtnetz, das die Tätigkeit der [ORG] ausmacht.']",class4
58t,"Wesentliche ökologische Auswirkungen und Einflussmöglichkeiten werden auch in den Kriterien 10 und 12 sowie in den Leistungsindikatoren zu den Kriterien 11 bis 13 berichtet.context:['Auf allen unseren Grundstücken überwachen wir, wie sich die Bestände von gefährdeten Tier- und Pflanzenarten entwickeln.', 'Die Ergebnisse dieser Beobachtungen veröffentlichen wir auf unserer Webseite unter [LINK].', 'Ausführlichere Informationen dazu finden Sie in unserem Geschäfts- und Nachhaltigkeitsbericht 2018 (S. 21).']",class11
59t,"Die Fortschritte machen wir mit Hilfe des KPI „Carbon Intensity“ transparent.context:['Dadurch kann auch der Einkauf von Strom aus erneuerbaren Energien durch Zertifikate oder von Strom aus emissionsärmeren Quellen berücksichtigt werden.', 'Konsequenterweise haben wir daher auch die Baseline 2008 um den zu diesem Zeitpunkt vorhandenen Anteil erneuerbarer Energien angepasst.', 'Wir bewegen uns mit dieser Berechnungsmethode auf dem für 2017 prognostizierten Niveau.']",class13
60t,"Anreizsysteme sind nicht vorhanden.context:['Die Gehälter entsprechen der Branche und der Position des Mitarbeiters im Unternehmen.', 'Neben dem Geschäftsführer sind vier Mitarbeiter am Firmensitz tätig.', 'Es gibt keinen Aufsichtsrat/Beirat als Kontrollorgan']",class8
61t,"Gleichzeitig nutzen wir die Chancen der Digitalisierung, um die flächendeckende Versorgung mit Finanzdienstleistungen zu sichern und eröffnen unseren Kunden einen sicheren, bedarfsgerechten Zugang zu digitalen Finanzdienstleistungen.context:['Die Megatrends der Urbanisierung und Digitalisierung betreffen unser Geschäftsmodell ganz konkret.', 'Neue Kundenanforderungen veränderten das Gleichgewicht zwischen Filialen und digitalen Zugangswegen zusätzlich.', 'Unser Filialnetz passen wir konsequent an diesen Wandel an.']",class9
62t,"Dieses Ziel wurde durch eine individuelle Förderung im Rahmen eines Personalentwicklungskonzeptes erreicht.context:['Durch eine vorausschauende Personalplanung werden Risiken aus dem demographischen Wandel, insbesondere durch den Eintritt von Mitarbeiterinnen und Mitarbeitern in die Freizeitphase der Altersteilzeit und durch den Austritt aufgrund eines Rentenbezuges, frühzeitig erkannt.', 'Die [ORG] hat für jede Stelle ein erforderliches Anforderungsprofil in Form eines Qualifikationsniveaus festgelegt.', 'Die [ORG] verfolgt das Ziel, alle Stellen durch geeignete eigene Mitarbeiterinnen und Mitarbeiter mit dem entsprechenden Qualifikationsniveau zu besetzen.']",class16
63t,"Gleichzeitig werden die entstehenden Abfälle der [ORG] verwertet, um die bei der Sodaproduktion entstehenden Kavernen zu sichern bzw. zu verfüllen.context:['Wertschöpfungskette lässt sich vereinfacht wie folgt darstellen: Abfallanlieferung – Abfalllagerung – Feuerung/Dampferzeuger – Abgasreinigung – energetische Nutzung', 'Unter ""Allgemeines"" wird die Bedeutung des Standortes der [ORG] in unmittelbarer Nähe der Sodaproduktion beschrieben.', 'Der Dampf für die Sodaproduktion und deren Folgeprodukte ersetzt Primärenergieträger und limitiert den Ausstoß von Treibhausgasen (vgl. Kriterium 12).']",class4
64t,"Nachhaltiges Denken und Handeln ist unserer Unternehmenskultur fest verankert.context:['Dabei setzt sich der Gesamtzielerreichungsgrad aus funktionsspezifischen Einzelzielen und Teamzielen zusammen.', 'Der Gesamtzielerreichungsgrad wird aus einer Summe von Einzelzielen gebildet.', 'Die Ziele sind auf einen langfristigen und nachhaltigen Geschäftserfolg ausgerichtet.']",class8
65t,"Der Umfang der wesentlichen natürlichen Ressourcen, die für die Geschäftstätigkeit genutzt werden, wird daher nicht konzernweit erhoben.context:['Wir verbrauchen vergleichsweise geringe Mengen an Energie und Wasser zur Erstellung unserer Leistungen und verursachen nur wenig Emissionen und Abfall.', 'Auf Böden, Flächen und die Biodiversität nehmen wir mit unserer Leistungserbringung keinen unmittelbaren Einfluss.', 'Der größte Teil der von uns bezogenen Energie- und Wassermengen stellt die Versorgung der von uns genutzten Immobilien dar, der von uns verursachte Abfall ist im Wesentlichen Büroabfall und die auf uns zurückzuführenden CO2-Emissionen resultieren weitestgehend aus unserem Energie- und Kraftstoffverbrauch sowie unseren Geschäftsreisen.']",class11
66t,"Anhand der Auswertung der Fragebögen und der Ergebnisanalyse kann das Wertesystem in regelmäßigen Abständen kritisch betrachtet und somit stetig verbessert und gegebenenfalls angepasst werden.context:['Das Wertegerüst der [ORG] wurde gemeinsam mit den Mitarbeitern erarbeitet und schriftlich fixiert.', 'Um das unternehmensethische Wertemanagementsystems zu kontrollieren und zu bewerten, wird einmal jährlich eine Befragung der Mitarbeiter durchgeführt.', 'Nach dem Schulnotensystem werden die Werte im Gesamtbild sowie in Bezug auf den Vorgesetzten, die Wichtigkeit der Werte, die emotionale Bindung an die Bank sowie die Fairness- und Führungsqualität bewertet.']",class7
67t,"Damit will sie auch einem möglichen Verlust von Kunden und Stakeholdern aufgrund Nichtbeachtung von Umweltbelangen und einem damit einhergehenden Reputationsrisiko entgegenwirken.context:['Verantwortung: Ein quantifiziertes und zeitlich definiertes Klimaziel hat die [ORG] nicht formuliert.', 'Dies möchte sie aufgrund der aktuellen Datenerhebung prüfen.', 'Als Genossenschaftsbank ist sie sich ihrer Verantwortung bewusst und tut dies, obwohl die ökologischen Auswirkungen ihrer Tätigkeit eher indirekter Art sind, aus Überzeugung und um ihre Zukunftsfähigkeit zu sichern.']",class12
68t,"Erzielte Gewinne dienen einerseits zur notwendigen Stärkung unserer Kapitalbasis und damit Sicherung unserer Wettbewerbsfähigkeit, andererseits fließen Mittel direkt in die Region.context:['Als [ORG] sind wir wesentlicher Bestandteil des regionalen Wirtschaftskreislaufes: Wir wandeln klassischerweise Kundeneinlagen überwiegend in Immobilienfinanzierungen und Unternehmenskredite in unserem – regional begrenzten – Geschäftsgebiet um.', 'Durch unsere breites Dienstleistungs- und Beratungsangebot ermöglichen wir allen Kundengruppen einen verlässlichen Zugang zu Finanzdienstleistungen.', 'Unsere Angebote helfen dabei, dass sich die Menschen in unserer Region in Finanzfragen weiterbilden können oder im Alter gut versorgt sind.']",class4
69t,"Damit ist eine durchgängige Vergleichbarkeit gewährleistet.context:['Die durch die Balanced Score Card (BSC) erfassten Ziele und Maßnahmen orientieren sich an standardisierten Leistungskennzahlen, die regelmäßig überprüft werden.', 'Hierdurch wird sichergestellt, dass ein fortlaufender Prozess im Unternehmen stattfindet.', 'Die grundsätzliche Ausprägung der für uns wesentlichen Leistungsindikatoren erfolgt langfristig.']",class7
70t,"Eine direkte Einflussnahme auf die Herkunft des Erdgases ist in den Vertragskonstellationen jedoch nicht möglich und in diesem Geschäftsfeld auch nicht üblich.context:['Auch im Vertrieb garantieren wir über Herkunftsnachweise 100% Naturstrom in allen Tarifen ohne Aufpreis.', 'Bei Sondervertragskunden ist dieses Angebot gegen einen Aufpreis optional möglich.', 'Für unser Geschäftsfeld Erdgas verringern wir durch Verträge mit mehreren Händlern unsere Abhängigkeit.']",class4
71t,"Da die Einhaltung von Menschenrechten hier unternehmerischer Standard sind und von staatlicher Seite überwacht wird, führte sie bisher keine gesonderten Prüfungen zum Thema Menschenrechte durch.context:['Lieferanten und Dienstleister', 'Die [ORG] vergibt ihre Aufträge nach dem Regionalprinzip.', 'Besonders bei großen Aufträgen rund ums Gebäudemanagement legt sie Wert auf die Einbindung regionaler Unternehmen bzw. Anbieter und auf Nachhaltigkeit.']",class17
72t,"[ORG] unterstützt einen im Rahmen des Rechts geführten und ethischen Wettbewerb.context:['Durch Wettbewerbs- bzw. Kartellgesetze wie z. B. das Gesetz gegen Wettbewerbsbeschränkungen (GWB) oder das Gesetz gegen den unlauteren Wettbewerb (UWG) soll der freie Wettbewerb geschützt werden.', 'Sie verbieten Geschäftsverhalten, das auf Verhinderung, Einschränkung oder Verzerrung des Wettbewerbs abzielt oder dies bewirkt.', 'Hierzu zählen etwa Preisabsprachenoder die Aufteilung von Marktsegmenten oder Kunden.']",class20
73t,"In unserer Geschäftsstrategie bekennen wir uns zu unserer unternehmerischen Verantwortung und zur nachhaltigen Ausrichtung unseres Handelns.context:['Die [ORG] unterstützt im Rahmen ihrer Gemeinwohlorientierung die kommunale Aufgabenerfüllung ihres Trägers in ihrem Geschäftsgebiet im wirtschaftlichen, regionalpolitischen, sozialen und kulturellen Bereich.', 'Damit verbindet sich der Anspruch, dass sich die [ORG] an den Prinzipien der Nachhaltigkeit orientiert.', 'Eine eigene Strategie zum Thema Nachhaltigkeit liegt nicht vor, doch wir haben die Förderung des Nachhaltigkeitsgedankens und der nachhaltigen Entwicklung grundsätzlich in der Geschäftsstrategie unserer [ORG] integriert.']",class1
74t,"Die Eigenverantwortung der einzelnen Mitarbeitenden durch deren bewusstes Handeln und Denken im Umgang mit Nachhaltigkeit sind hierbei maßgeblich.context:['Zudem strebt die [ORG] eine Kultur der Zusammenarbeit an, die von Wertschätzung, Kooperation und Eigenverantwortung geprägt ist.', 'Führungskräfte mit Personalverantwortung sind hierbei in besonderem Maße gefordert.', 'Die interne Kommunikation und Sensibilisierung für Nachhaltigkeitsthemen sollen zukünftig weiter ausgebaut und gefördert werden.']",class5
75t,"Das gilt insbesondere für Anforderungen, die durch die nachhaltige Unternehmensausrichtung entstehen.context:['[ORG] hat die Weiterbildung seiner Mitarbeiterinnen und Mitarbeiter zum Schlüsselthema gemacht.', 'Ab 2017 wird eine Erfassung der Weiterbildungsmaßnahmen eingeführt.', 'Damit soll die Grundlage für eine Analyse von unternehmens- und branchespezifischen Anforderungen gelegt werden.']",class16
